date,rating,userlocation,restaurant,comment
2015-12-18,5.0,"Syracuse, NY",Chuy’s,"Not impressed. Went with my girlfriend in the evening. A star for the friendly host/hostess. There was only one other table in addition to ours. The wait was very long. Food was terrible. Barely warm and very bland. I mean no flavor, whatsoever. Will not be returning."
2015-12-18,1.0,"Cary, NC",MOD Pizza,"For a build your own pizza at a great price you can't beat MOD pizza! Fresh toppings (as much as you want), super friendly staff and a great environment, I have to give this place 5 stars. I've been here numerous times and the food and staff have all been consistently excellent!"
2015-12-18,3.0,"Raleigh, NC",DeMo’s Pizzeria & Deli,"Demos is hands down my favorite pizza in Raleigh. The white pizza is amazing, I like to add chicken sometimes.Tonight I got a half cheese, half pepperoni pizza late night. I was told it would be an hour for delivery, but it only took 25 minutes.They also have really good philly cheesesteak!"
2015-12-18,5.0,"Clarksburg, MD",The Cowfish Sushi Burger Bar,"Excellent food. Took my boyfriend here for his birthday dinner and was not disappointed! The crab dip and wonton chips was out of this world. The chips were perfectly crispy. I got the mango sushi and it was the perfect bite of sweet, spicy with a little crunch. I got the sweet and spicy cucumbers on the side which ended up being the perfect amount of food. Ended with the mousse cake, it was good, nothing to rant and rave about but the rest of the meal was fantastic."
2015-12-18,4.0,"Raleigh, NC",Ajisai Japanese Fusion,"This is a nice place to go for dinner.  Reasonable prices, good food, nice staff, convenient location, good atmosphere.  I would recommend!"
2015-12-18,2.0,"Raleigh, NC",Sassool,"Some of the best Mediterranean food I've had.  We had the LARGE KABOB PLATTER with chicken and kafka kabobs with sides of lentil rice, falafels, and cilantro/jalapeño hummus. All excellent.  The homemade pita is also fantastic.Top notch food and experience.  I can't wait to try something else off the menu."
2015-12-18,1.0,"Sanford, NC",Chuy’s,"I definitely have a love-hate relationship with Chuy's, Love the chips, queso, guac, salsa and drinks; hate the the main dishes. For the period of 4 months when my wife and I lived in Raleigh, we ate at Chuy's every other week as it really close to our temporary quarters. The chips and salsa and great. During happy hour, they also have free queso which was excellent. I really enjoyed the guacamole. We also enjoyed the margaritas. However, my wife and I never found a main dish we enjoyed. I tried at least 6 main dishes, and never really liked any of them. The last few times we went, we just did chips/queso/salsa, drinks and salads."
2015-12-18,4.0,"Raleigh, NC",Vinos Finos Tapas and Wine Bar,"Six of us enjoyed a ladies night out at Vinos Finos. VF's webpage states that they are ""The Best Wine Bar in Raleigh, NC! Vinos Finos has the largest selection of South American Wines, delicious tapas and the best Argentine empanadas you'll find anywhere in Raleigh."" I liked this place--it was something different and fun, and we enjoyed good food and drink. Most of the group ordered wine flights, which were a huge hit. The beer selection is short, but it's a wine bar, so duh! We ordered seven dishes from the ""Small Bites"" menu including the hand-made empanadas and the truffled deviled eggs. Each was very good, my favorite being the truffled deviled eggs. I'm surprised to say what fell flat for me were the empanadas! Of all things! But maybe I'm learning the difference between Argentine empanadas and Colombian empanadas. We also shared an order of paella from the ""Larger Plates"" menu. Although this dish was much smaller than I expected, it was delicious. Very much on the spicy side, but delicious. Emphasis on spicy. It was spiiicy. After nine small plates (we did a couple of them twice) and an order of paella for the six of us, I left hungry. Next time I'll do a large plate for myself and live happily ever after!The acoustics are crazy, so we could barely hear each other talk. It was a mind-numbing din of parties and servers and bartenders, oh my! But it still somehow felt cozy. There are traditional restaurant-type tables, pub tables, and arrangements of upholstered chairs in addition to the bar. There are a few outdoor tables as well. If it weren't for the outrageous noise level, I would say it would be great for a first date or date night, but I'm not sure shouting in your date's ear is the best way to get to know someone. The service was a little slow--not so much the food, but our drinks and water were not tended to as well as I'd like after a long work week!Overall, I liked this place. I hope to hit it on a night that is less frenzied and try an entrée (perhaps a Friday night two weeks before Christmas was silly). I'll be back!"
2015-12-18,2.0,"Raleigh, NC",Sardi’s Den,"4th time here. So slow people leave without even ordering. Food is good, server nice, but what are they (not) doing in the kitchen??"
2015-12-18,4.0,"Raleigh, NC",Taverna Agora,"On Dec 17 I took my extended office staff, 24 of us in all, to Taverna Agora for a Holiday Luncheon.  This was not my first choice restaurant but I am so pleased we ended up there.I was able to pre-select a menu.  Traditional Sampler appetizer plate, Greek Salad (exceptional), and three entrees.  We had grilled salmon, grilled chicken, and traditional baked pasta.  All were excellent!  This was all served family style and there was more food than we could eat.  This was topped off with baklava and chocolate Granache (sp?) for desert.  We were seated on the enclosed roof, a really nice spot for our meal, and for future outings! The staff did an excellent job of serving us with skill and great cheer.  Thanks Donna for your hospitality!You can bet we will return!"
2015-12-18,5.0,"Sanford, NC",The Cowfish Sushi Burger Bar,"Cowfish can be best described as Burger-Sushi fusion and creative burgers. They have several sushi rolls which use traditionally American food ingredients such as beef, pork, pickles, etc. When it works, it works really well. When it misses, it misses big. I had on sushi roll which had bison meat and it was borderline inedible. However, every other sushi rolls I have order has been excellent. They also have a extensive burger menu which fuses burgers with other types of food such a Greek, Italian, Mexican, etc. Again, much like the sushi fusion, sometimes it works really well and sometimes it misses. My favorite burger was the Lamb Burger, which had lamb, tzatziki sauce, feta, olive, onions served on a burger bun. It was excellent. However, overall their sushi is better than their burgers. Cowfish is quite pricy, especially the drinks. My wife and I usually ordered an appetizer and then split a sushi roll and burger. Without drinks our bill would be around $50. On Friday and Saturday night, expect to wait 45-60 minutes for a table of 2.  if you like sushi, you want to try Cowfish just for the uniqueness."
2015-12-18,5.0,"Southern Pines, NC",David’s Dumpling & Noodle Bar,Great service. Clean establishment.  Fast and friendly servers. Food was decent. Good price. Possibly would try again if we lived closer and we'd try their dinner menu.
2015-12-18,2.0,"Apex, NC",Joule Coffee,"We hit Joule Coffee + Table after seeing an early AM showing of ""Star Wars"" at the nearby IMAX.  It was around 10:00 AM and were promptly seated and served iced waters.  After a quick review of an extensive and surprising menu we ordered a Belgian Waffle, Breakfast of Champions, Eggs and Bacon and cheeze grits along with a cold brew, affogato and Au Lait.  The coffee arrived promptly and was awesome.  Our food arrived quickly even though it was extremely busy.  Service was spot on.  My water glass was never empty.  I give high marks to everything ordered.  Nice menu.   Nice clean bathrooms complete with hanging hooks.  Cheers."
2015-12-18,5.0,"Raleigh, NC",Coquette Brasserie,"This place is a consistently good spot for some French cuisine. I've been several times for brunch, lunch, and to sit at the bar. I've never gone for dinner. I recommend the cheese plate or the French onion soup. Both are absolutely to-die-for small dishes. They have a beautiful, chic interior, with a lot of seating. Would have given this 5-stars, but I didn't love their seafood crepe. They use the tiny salad shrimp, and that ruins any dish in my opinion."
2015-12-18,4.0,"Knightdale, NC",Glenwood Grill,Excellent food .... Atmosphere ... To spend my birthday with my girlfriends ! Thankyou.. We will be coming back to celebrate again very soon!!!
2015-12-18,4.0,"Raleigh, NC",Red Pepper Asian,"YAY! Finally found our go-to Chinese/Malaysian dinner spot! Their food is spot on and the restaurant itself is great, too. With all my kids in visiting for the Holiday, we ordered up Thai Green Curry Chicken, Red Curry Beef, Sesame Chicken, House Fried Rice, Sweet & Sour Chicken, Crab Rangoon and spring rolls. The spring rolls were the only thing that did not taste freshly made; everything else blew us away! We loved it all and were actually shocked to get the House Fried Rice freshly made and the Sweet and Sour Chicken was amazing and not the usual crap other places put out. They are fast and kind and I could eat there every week and just may be!"
2015-12-18,1.0,"Raleigh, NC",Wicked Taco Raleigh,"I had to see what this place was about, since it is 5 minutes from the house. Wicked Taco has a lot of interesting reviews from the time it takes to order to the different types of tacos. Yes I will say it does take longer than expected for drive -thru, but I always wanted to know why. I asked about the time and found out that all their food is prepared to order. Fresh greens, chicken, sides, chips etc...and I'm actually thankful for that. If it takes a little longer for the order that's fine with me. I know every taco and fundido dip I have order taste great. Now I have had my issues from not getting everything I ordered. But Quincy the manager/shift lead helped with that and apologized for the mishap. I will definitely go back since everything has been explained. The Wolfie Taco is a game changer and you get a hefty meal."
2015-12-18,4.0,"Raleigh, NC",The Pit,"Hasn't been the same since ""The Pitmaster"" Ed left the bbq doesn't taste the same. I haven't been to The Pit in two-three years, the sides taste fine, but that bbq has somethings missing it taste bland."
2015-12-18,3.0,"Raleigh, NC",The Pit,Food is always good and service is quick. Great selection of beer and wine. Great for family gathering or a night out with friends.
2015-12-18,5.0,"Austin, TX",Wicked Taco Raleigh,"I REALLY wanted to like this place.  Moved here from Austin and have been dying for breakfast tacos.  Its a cool place...reminds me of wahoo's or other contemporary interiored fast casual.  HOWEVER, the service was so bad that it was overall a strange experience.  Website says they open at 6:30 am, they don't.  They open at 10:30.  I called to place a pick up order of tacos for my office and they refused to take it over the phone.  They said I had to order online.  I tried doing that, however the website is broken.  The manager talked to me like i was an idiot b/c apparently you have to order for pick up on another website.  After calling them a few times and trying online, I drove there.  Well they weren't open, despite what it says, so I had to sit there and wait.  I watched two people drive up to get breakfast only to leave b/c they weren't open.  I guess trusting the restaurant's own website is a bad idea.  When I finally did place the order it cost me $50 for 8 tacos and took forever.  The tacos themselves were alright.  Good heat in their salsa but I wish they made them with scrambled eggs.  They fry the egg and its just not the same."
2015-12-18,5.0,"Raleigh, NC",Guasaca,"For cheap eats that tastes great, you need to go to Guasaca! I love to grab one or two of their arepas during my lunch breaks from work. I've had their steak and their pork arepas. Enjoyed both. I also love their chips and guasaca as a side. Very inexpensive. Can get two arepas for about $7. Note: if you going during lunch on a weekday, either get there early, prepare to stand in line, or order ahead on their website. I've seen the line 20+ deep."
2015-12-18,5.0,"Charlotte, NC",Bida Manda,The pork belly soup is amazing. I love the ambience. Also loved the little dose of coffee they gave as a pallet cleanser.
2015-12-18,5.0,"Raleigh, NC",Salt & Lime Cabo Grill,"What a fantastic place! We had a reservation, and the hostess sat us straight away upon our arrival. Pleasing atmosphere - just very comfortable. Service was, In a word, excellent from beginning to end. Creative cocktails (grilled grapefruit margarita- mmm). Great selection of beers on tap (Red Oak - yum). Varied and interesting menu- a usually decisive person, I could not decide! I ended up ordering the Bangkok Shrimp Tacos. Oh my - so tasty! Food came out quickly, hot and well-presented. A great dining experience. I will definitely return!"
2015-12-19,4.5,"Raleigh, NC",Rise Biscuits & Donuts,"So happy that Rise is expanding & even more so that there's a location five minutes from my house.Rise is so inviting - bright shops, great graphics & clean & snappy looking employees, who are also super friendly.Doughnuts are the highlights - raspberry filled is my favorite, but their biscuits are yummy, too. Get the sausage, egg & cheese biscuit! Delicious.I tried a hash cake for the first time last week. It was amazing! Get there early before your favorite doughnut gets sold out."
2015-12-19,3.5,"Raleigh, NC",State Farmers Market Restaurant,I've seen a big improvement in the food quality. Lunch has fast and friendly service. Great spot to take visitors to Raleigh.
2015-12-19,4.0,"Columbia, SC",Casa Carbone Ristorante Italiano,"Slow service, mediocre food. My father-in-law had the linguini with clam sauce, and reported that some of the clams were so tough as to be inedible. Will not be back."
2015-12-19,4.5,"Raleigh, NC",Saint Jacques,"It was our anniversary. Angus Barn or something new. We decided to go to Saint Jacques. BAD DECISION. The waiter was so annoying I was ready to walk out. First he'd speak to us in French. Then he'd switch to a heavily French accented English which we still couldn't understand. He did this all evening. The food was mediocre. Teensy tiny portions. Lamb was five thin slices of meat half the size of a bandaid. Bread (house made ) came without a crisp,  fresh that day crust - obviously from the freezer. It was just so disappointing.  Dessert boring. Wine and drinks and coffee were just ok. Everything was so pretentious and OMG overpriced for what you get. NOT MEMORABLE AT ALL. For $200/2 people I want to be fed. Next year we'll go back to the Angus Barn."
2015-12-19,4.5,"Cary, NC",Soo Café,"Best KFC in this area..hmm, the only KFC( Korean Fried chicken) actually. Very very good. The combination of the crispy  skin, the juicy interior and fantastic sauces makes for one of the most sublime meal experiences ever! I liked both the soga sauce and the original although the family thought the original was a bit too sweet. The radish kimchi was very good also. Dont get the seaweed salad, small portion and very underwhelming. Service was prompt. Decor was a bit confused, with japanese, chinese and Thai elements all mixed together. The Korean pop on the tv was funny but a bit risque for little ones. Nice experience, will be back again when we need a fried chicken fix!"
2015-12-19,3.5,"Apex, NC",NOFO At the Pig,"The menu is tasty and consistent, using fresh local ingredients.  We've even coined the term ""Meatloaf Thursday"" because of their Thursday blue plate special.  Matt, in particular, is an awesome waiter/bartender whom we look forward to seeing.  Two stars are given for the rude and sullen little 17-year-old sour-attitude blonde dread-lock twit who works to seat patrons.  Back up to 5 stars once she's gone."
2015-12-19,3.0,"Apex, NC",Centro,"I used to absolutely LOVE Centro, but in the past year it seems there is a new owner who has diminished the menu and made renovations to add a night club space on the second floor at the expense of the restaurant experience during the day.  They even have tables directly below a new open staircase with no shielding (disgusting!).  I really hope they get their act together and bring it back to what it once was."
2015-12-19,5.0,"Raleigh, NC",Vinos Finos Tapas and Wine Bar,"So my first and not to be last visit to Vinos was on a Friday night in December .  It was a big party night at Vinos Finos Wine and Tapas bar. We had a group of six and we were completely surrounded by very loud rambunctious partying groups of 10 or more. It was really loud with all the parties. Only a few groups of four were hanging at the bar.I really enjoyed the tapas, I like spicy food. Although a few of the ladies though the spice was a bit much, the rest of us though there could have been more kick.... So maybe the seasoning is just right on the tapas.We tried almost all of the tapas and explored different wine flights. The wine flights are a great way to explore different wines. Everyone tried a different flight. Love the flights and all the catchy names. The paper guide for your wine flight was a great way to keep track of the wine that you you like, and you can take it to a wine store, if you'd like to by a bottle to enjoy at home."
2015-12-19,5.0,"Raleigh, NC",PDQ,"The food here is pretty good. Definitely better all the other fast food restaurants. I would say it's up there with Chick-fil-a in quality. The food is fresh and made to order. So the food is good, I just wasn't blown away by it. The place looked really clean and the staff was really nice. I liked the idea of a hand washing station outside of the restrooms. Made it really easy for me to just go and wash my hands really quickly. It's nice that they have a lot of choices on sodas and teas. I would definitely choose this over most fast food restaurants."
2015-12-19,2.0,"New York, NY",Sitti,"Good atmosphere, decent prices. However, the food here was far from being authentic. Ordered the lamb and beef shwarma and the soup of the day. They soup tastes and looked like it was from a canned soup. I could tell they didbt make the soup by the way it looked and years of working in the kitchen. The main entree lacked in everytbing, beef was over cooked and I could not tell if it contained any lamb. It had no flavor not even enough salt to taste and the rice that came with it was a joke. It was my first time there and will also be my last."
2015-12-19,5.0,"Portland, OR",Waraji Japanese Restaurant,"I am visiting family in Raleigh and my sister and brother swore up and down that this is the best sushi place in Raleigh. Waraji has some traditional Japanese tables where you sit on the floor. We decided to sit in one of those booths, which was fun for me since I never had done that before. Our server was not fluent in English enough for me to ask questions about whether certain menu items were vegan. After asking a few questions about the agedashi tofu and miso soup, it was clear that she didn't understand me. I left the table and found a fluent English speaker who was more than happy to answer my questions. Neither of the above were vegan. The miso soup is made with fish stock, but the server had said there was no fish in it. The ""other guy"" who wasn't our server did help me out a lot though, so I am giving an extra star for his effort. I was pretty disappointed by the food though. I ordered the yu-tofu (tofu and vegetables in a seasoned broth) which was okay but super bland, even with the ponzu sauce added in. I also had the inari nigiri (somehow super dry), an avocado roll, and a pickled Japanese vegetable roll. I've honestly had better vegetable sushi rolls from the grocery store back home in Portland. I would definitely push my family to go elsewhere if they wanted to go out for sushi again. Overall, my food was pretty disappointing, but the ambiance of the restaurant was nice and ""the other guy"" was super helpful and friendly."
2015-12-19,3.0,"Raleigh, NC",Raleigh Times Bar,"This place has a good atmosphere. They play great music and the staff is friendly. The problem I have is with the food; its subpar. I ordered a medium cooked burger with fries. The burger was way over cooked. All I could taste was the char; it was completely burnt. Maybe I should order medium-rare next time? But regardless the burger was not good. The fries were alright, tasted like regular normal fries. I probably would not go back here again unless someone else invited me to go. Then I would give it another chance."
2015-12-19,5.0,"Raleigh, NC",Plates Neighborhood Kitchen,"4.5 stars. My husband loves to try restaurants new to us, so when friends suggested Plates for a weekday dinner, we looked it up on Yelp and decided to give it a try. We are so glad we did! It's a relatively small place (especially when it's too cold for the patio, so you definitely want to make reservations). Nice ambiance, not overdone, trendy and upscale without being pretentious.We started off with some original specialty drinks that were really delicious. I asked for mine easy on the syrup (I don't like my drinks very sweet), and the server got it perfectly. I read the reviews about pretentious service: I found the service to be attentive but friendly.The menu changes based on local ingredients. I had an amazing short rib that was falling off the bone but not at all dry. Carrots roasted to perfection weren't at all mushy. I tasted the risotto and it was delicious. All four of us said we'd unhesitatingly go back again.Highly recommended."
2015-12-19,5.0,"Myrtle Beach, SC",Trophy Brewing Company,"This brewery has a cozy and friendly vibe to it, it's a very small space, but we only had to wait about 10 min to get a couple seats at the bar. Had the best in show beer, a smooth drinkable beer coming in at 6.6%. The pizza is excellent, will definitely be coming back here!  Loved the music selection as well!"
2015-12-19,2.0,"Raleigh, NC",Coquette Brasserie,"I don't live near this area. But, I was running some errands and went here with a few friends. The food was absolutely delicious! I was very satisfied and will be going there again."
2015-12-19,5.0,"Holly Springs, NC",Mitch’s Tavern,"Have driven by Mitch's hundreds of times, however tonight our NCSU son suggested we go there.  Apparently he is a regular!  Well, we went up a long staircase and entered a quirky and quaint ""joint"".  Nothing fancy at all, but very comfortable.  My Cuban sandwich was good, my sons London broil sandwich which I tried was very good.  We bought him one to go too.  Drink specials were excellent.   Friendly service, quick turnaround on our meal, no rush to leave, 6 bourbon/ginger ale, one beer,   Hummus/pita appetizer, five meals = $60 plus tip."
2015-12-19,5.0,"Raleigh, NC",Standard Foods,"Really happy to see a new restaurant standard being set in Raleigh; rotating menu, a very knowledgeable in-house sommelier, and dishes that come out in their own Le Creuset, you will feel pretty fancy dining here.Food is great and fresh; the large chicken dish was very generous with their portions; one light meat thign and one dark meat drum. Creamy cauliflower as a side is amazing also. Can be rich though so don't over order.Dig the wine selection. Bonus for carrying a Plavac Mali from Croatia."
2015-12-19,3.0,"Raleigh, NC",Centro,"We went on a Friday night and thankfully I called ahead or else we would have waited. Small space with limited tables but the food was very good. They bring out a small hot drink that is meant to be sipped on and tastes like a corn/chicken broth soup. Chips and salsa are not free which was disappointing and why I'm not giving 5*. Service was good. Drinks were a bit on the high end as an average margarita was in the $11-12 range. I was pleasantly surprised that the taco plates were $12, even the shrimp which tends to be a few dollars more. We would go back again!"
2015-12-19,5.0,"Apex, NC",Trophy Brewing Company,"Delicious and interesting hand-crafted pizzas.  My favorite is the ""Most Loyal"" which has pesto, roast chicken, Roma tomatoes, and a slight honey drizzle on the crust.  The beer is their own micro-brew and they have several varieties.  My only complaint is that it is quite cramped, though fun to sit at community tables, and they aren't open for lunch during the week."
2015-12-19,5.0,"Culver City, CA",Beasley’s Chicken & Honey,Seating is a little tight.  I don't recommend for large parties. Ideal numbers are 2-4. Has a very NY restaurant feel to it. Really good food and good service.  I had chicken and waffles.  Very satisfying.  I would come back.
2015-12-19,1.0,"Fort Bragg, NC",Sitti,"Shared the ""Sitti Taster"" with my date. Dish consisted of: hummous, babaganouj, fattoush, chicken shawarma, kibbeh, and cheese rolls. ++ Babaganouj appropriately captures smokiness and smooth texture I'd expect from this dish++ Shawarma interestingly dressed with a tahini based yogurt sauce, very flavorful and tender++ Kibbeh formed into cones, very moist and loaded with pine nuts. Well seasoned too. -- Hummous way too dry, little lemon and no detectable garlic, leaving it bland and thick. Lebanese food is commonly known for it's heavy-handed use of garlic.  -- Fattoush was chunked, not even chopped. Three pita chips casually tossed on top. Suppose to be mixed, requiring a finer chop.Overall, solid food and great atmosphere. Service was acceptable. Perhaps growing up eating my Lebanese grandfather's cooking has set my expectations too high, but Siiti makes a faithful attempt at good Lebanese."
2015-12-19,5.0,"Raleigh, NC",Pho Far East,"I use to got to phone Cali across the road but merely out of convenience.  Since the closing, ive been a loyal weekly diner at pho far east.  Portions are nice, actually I can share a pho as if for 2.  Thai iced tea is a bit sweeter than my taste but always a staple order.  The vermicelli/shrimp rolls (forget the name) is my appetizer of choice.  I haven't ventured into their rice or noodle dishes but the staff seem authentic and wouldn't be surprised if prepared in appropriate fashion."
2015-12-19,5.0,"Lower Pacific Heights, San Francisco, CA",Death & Taxes,Hate to write this because it's a beautiful restaurant but it's highly over rated. The service was incredibly slow and food was poorly seasoned / prepared.
2015-12-19,5.0,"Raleigh, NC",Buku,"I love it! I've been to buku for brunch, afternoon snack and dinner and had amazing food and service every time. I just wish they would offer afternoon tea time on Saturday, there's a real need for that downtown Raleigh and buku would be a great place for that."
2015-12-19,2.0,"Raleigh, NC",Gonza Tacos Y Tequila,"If you've ever had a wet dream with Gael García Bernal, then you can imagine eating at the big G.  Great hostess with a cute boy by her side. Festive ambience. I had the Poblano which was good and stuffed with shredded pork and surrounded by black beans and squirted creama, a great visual. My BF had enchiladas with Mole and he said they were like little blankets of penis love. My BFF had the tacos al Pastor and said they were fantastic. Even the chips and Guacamole and salsa were divine. The dishes are styled like a fashion shoot for Vanidades.   The Margs were the pucky and ducky. The place was loud as a good restaurant always is and the setting was a movie directed by Almodovar. Our server was from Venezuela and she was lovely and so sweet. If I had not been a gay man I would've asked her to run away with me and drink Casique. The evening was suave and zippy. Great place to get together with friends and a fun place to go to with just about anyone, even your worst enemy. The boys who work here are adorbs!  So come to the big G, eat, drink and check out the scene. The M Flag dish seems to be the winner."
2015-12-19,5.0,"Raleigh, NC",Buku,"I dined here with a friend this past Tuesday and I made a reservation through opentable without any issues. Buku is located downtown next to the RedHat offices. It is situated on the corner of Blount Street and Wilmington with complimentary valet parking.When you walk in there is a hostess who was very pleasant and checked us in for our reservations. There were a few holiday parties going on and we were seated in a booth near the kitchen. Our server Joshua was amazing. Every server is not equal and i enjoy dining in places where the wait staff actually are passionate about what they are doing. Not only did Joshua give us excellent drink recommendations he suggested a few small plates to try.We ordered the rosemary nino and the pear fizz. Both were great options with fresh ingredients. For the small plates we ordered empanadas, filipino lumpia, and the tuna tataki roll. My favorite out of the three was the filipino lumpia. The cilantro chutney was nice touch on the lumpia.For our entree we decided to share the pan seared chilean sea bass which was excellent. I love sea bass and buku cooked it perfectly. For dessert we had the warm apple tart and the Larry's cold fashion to drink. Everything our server Joshua recommended was amazing and I thoroughly enjoyed my dining experience."
2015-12-19,5.0,"Knightdale, NC",Standard Foods,"Number of visits prior to review: 6 - Staring opening week through December 2015Food: Solid dishes from tasty bite sized starters to larger entrees. A few of the small bites during my visit were underwhelming but all in all very high marks for the food. Quality is exceptional, seasoning was typically very good and only occasionally over salted. Much care has gone into the selection and preparation of the food during each visit. My suggestion is to stick with the small plates and bites and enjoy them as a meal along with a couple of cocktails. Their signature cocktails are generally very good and occasionally exceptional. Environment: The space is hip and vibrant. Expect a relatively noisy dining room. Overall acceptable noise levels but don't come here for an intimate dinner. They have been a little too greedy with their shared community tables in the dining room. It was a poor choice to offer so many bites and small plates while also packing your diners in so close together. While I have no issue with community dining tables I do not think it works with their menu and I suggest avoiding them until they resolve this. This issue is large enough to warrant a full star downgrade. The bar and smaller table seating is perfectly fine, use that when you can. Expect to park on the street surrounding the restaurant, there is plenty of it. Service: Taking a page out of the fine dining playbook they are very well staffed. In general my service was always good to very good with a couple of minor exceptions. In some cases no attempt was made to suggest that we space out our small plates, this resulted in some hot dishes being consumed cold later in the meal. That seems like a rookie mistake for a restaurant that seems focused on details. The bar tenders occasionally appeared inattentive missing opportunities to ask us if we wanted another drink or offering a check after we had long finished all our food and beverages. Relatively minor issues but again they stand out when everything else is good. The general attitude of the servers was very good, they seemed like they wanted to be there. That makes me feel like I want to be there and I give them high marks for that.Pricing: I would mark the pricing as fair. The quality of the food and effort of preparation seems fair for the prices asked. I paid a wide range of prices during my 6 visits depending on my selection and number of cocktails consumed. Overall: Standard is a good restaurant with considerable potential. The shared dining table experience seems like an obvious mistake but continues several months into service. There are plenty of serves which is good but some additional education would make them great. At any moment they could be one of the best things in Raleigh, I hope they get there."
2015-12-19,3.0,"Gansevoort, NY",Yard House,"First of all, the service here is fantastic! Our waitress recommended multiple beers, appetizers, and entrees. She was very friendly and accommodating. The food here is all made fresh and in house. Atmosphere is very clean. The nachos were incredible as were the short rib tacos. Menu is very large and has something for everyone!"
2015-12-19,5.0,"Apex, NC",Bida Manda,"Went back for another sampling of the Crispy Porkbelly Soup. Still very good. Although it was a little more green tasting today. Not sure if that's due to it being lunch time and we being the first to order versus the evening where the ingredients are more mixed? Either way, the lunch portion was filling and we would do it again."
2015-12-19,3.0,"Raleigh, NC",The Pit,The feel is a bit pricey and once I had overly dried brisket but my other experiences have been great.
2015-12-19,5.0,"Apex, NC",Chuck’s,"Their past success has gone to their heads.  They used to make a truly delicious burger, but now they have eliminated the 1/2 lb patty in favor of two skinny 1/4 lb patties so you can't really get them cooked to order any more (e.g. it is almost impossible for them to do a medium-rare--everything is medium/medium-well).  Their web site is a lie, as it still shows the old, delicious 1/2 lb patties.  And, with all this, the prices keep going up.  I used to recommend this place like crazy and go at least once or twice a month, but no more.  The fact that it is no longer packed compared to adjacent establishments speaks volumes.  One upside:  they do rock a killer Madagascar malt milkshake with bourbon."
2015-12-19,5.0,"Raleigh, NC",Kamado Grille,"I went here for the first and it was great! Their customer service was awesome. Just like the other reviewer, I thought the food tasted super salty as well. They just need to limit the use of salt but overall was great, I would come again."
2015-12-19,5.0,"Raleigh, NC",Buku,"I've been to Buku for lunch and dinner. The food is always very good, as is the service. Nice mixture of small plates and decent portion sizes. My husband is a vegetarian, and there were plenty of options for him to feel satisfied. Good selection of wines and a nice ambiance. It's a good size restaurant, but if you're interested in dinner on the weekend, you may want to reserve. We often eat here before going to the symphony, since it's within walking distance. Let them know you've got a schedule, and they'll make sure you get finished in time. I believe there's a 10% discount if you have tickets, as well."
2015-12-19,5.0,"Raleigh, NC",Wicked Taco Raleigh,"I am  former employee at Wicked Taco in Raleigh & they aren't as clean as you think. The salsa, & the food you eat is put in a cooler filled with mold. Not only that they are very careless of how things are cleaned , but when cooks are lazy, they fry everything to heat/cook the food. Also, the Wicked Taco manager, Bernard , is a bank robber, so be careful & make sure you watch what's you pay for. courtlistener.com/opinio…wakemugshots.com/bernard…"
2015-12-19,5.0,"Katy, TX",Gonza Tacos y Tequila,"Have been to Gonza once a week for the past few weeks. The tacos are fantastic and I appreciate the way they lightly toast the corn tortillas, the juices don't break the tortilla like in many places that serve soft corn tortillas.I will continue to eat here because they care about their customers, which is a huge factor for me. If you mess up, no issue, just make it right. So far, these guys have been spot on! Gonza rocks!"
2015-12-19,4.0,"Durham, NC",Gonza Tacos y Tequila,"I have been dying to go to Gonza forever. I don't know what took me so long! I went with a group of nine. I had to make reservations in advance, and the woman I spoke with on the phone was wonderful. I got a call the day of to confirm and to ask me how the group wanted our checks done. We wanted separate so, at the end of our meal, we didn't have to say a word. We were just given our checks.As everyone has said, the food and service was amazing. I went with a top-shelf margarita using whatever tequila my server recommended. It was more than I normally pay for (13.00 a pop, and I had two), but worth every penny. Very smooth.For dinner, I had the Tinga Tacos with rice. The dish was a great deal (10.00), and the perfect amount of food. It was three chicken tacos with onions, and a side of green salsa, on small corn tortillas. By the time I had eaten them and my rice I was full, but not overly stuffed. Perfect!My group ordered a variety of options, and everyone was very pleased with their meal. Only one person had been before, and she was very excited to be back. We all agreed that we should return as soon as possible.The service was outstanding. Our waitress was very friendly and well organized. She knew the food (and tequila!) very well. One of the members of our group was gluten free, and our waitress explained this would not be an issue and that she could order most things. They figured something out, and she was very happy with her meal.This is a fun place with amazing food. I saw another reviewer said it was the best Mexican place in the triangle, it just might be!"
2015-12-19,5.0,"Raleigh, NC",Rise Biscuits & Donuts,I usually get Krispy Kreme donuts but I decided to go here and they had like all the flavors I want and it was all so GOOD. I loved it so much. Everyone definitely needs to try it.
2015-12-20,4.0,"Raleigh, NC",Godavari Indian Restaurant,Good food. Prompt service. Thank you
2015-12-20,4.0,"Raleigh, NC",MOD Pizza,"How does this place have 4 stars? Are they actually paying for reviews?  Fast food pizza reminds me of what Dominos would do if they opened a pizza restaurant where you could make your own pizza. They yell at you when you walk in the door which does not make the corporate pizza taste any better. They should yell ""Go get your Tums!"""
